route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
00302,01001,00302_01001_2793,四条河原町・百万遍・上終町,,1,00302_01001_2793,S_00302010,1,0
00302,01001,00302_01001_2795,四条河原町・百万遍・上終町,,1,00302_01001_2795,S_00302030,1,0
00302,01001,00302_01001_2807,四条河原町・百万遍・上終町,,1,00302_01001_2979,S_00302010,1,0
00302,01001,00302_01001_2809,四条河原町・百万遍・上終町,,1,00302_01001_2809,S_00302030,1,0
00302,01001,00302_01001_2810,四条河原町・百万遍・上終町,,1,00302_01001_3108,S_00302010,1,0
003A0,01001,00302_01001_2812,京都外大,,1,00302_01001_2812,S_00302030,1,0
00302,01001,00302_01001_2817,四条河原町・百万遍・上終町,,1,00302_01001_2962,S_00301001,1,0
00302,01001,00302_01001_2823,四条河原町・百万遍・上終町,,1,00302_01001_2823,S_00302010,1,0
00302,01001,00302_01001_2825,四条河原町・百万遍・上終町,,1,00302_01001_2825,S_00302030,1,0
00302,01001,00302_01001_2826,四条河原町・百万遍・上終町,,1,00302_01001_2889,S_00301001,1,0
00302,01001,00302_01001_2838,四条河原町・百万遍・上終町,,1,00302_01001_3014,S_00301001,1,0
00302,01001,00302_01001_2840,四条河原町・百万遍・上終町,,1,003A0_01001_3037,S_00302010,1,0
003A0,01001,00302_01001_2842,四条河原町・百万遍・北白川仕伏町,,1,00302_01001_2842,S_00302030,1,0
00302,01001,00302_01001_2846,四条河原町・百万遍・上終町,,1,00302_01001_2825,S_00301001,1,0
00302,01001,00302_01001_2848,四条河原町・百万遍・上終町,,1,00302_01001_2886,S_00302010,1,0
00302,01001,00302_01001_2850,四条河原町・百万遍・上終町,,1,00302_01001_2850,S_00302030,1,0
00302,01001,00302_01001_2851,四条河原町・百万遍・上終町,,1,00302_01001_3021,S_00302010,1,0
003A0,01001,00302_01001_2853,京都外大,,1,00302_01001_2853,S_00302030,1,0
