from_stop_id,to_stop_id,transfer_type,min_transfer_time
429400,429100,0,
429400,429200,0,
429400,429300,0,
429400,429400,0,
436100,436100,0,
436100,436200,0,
436100,436300,0,
436100,436400,0,
436200,436100,0,
436200,436200,0,
436200,436300,0,
436200,436400,0,
436300,436100,0,
436300,436200,0,
436300,436300,0,
436300,436400,0,
436400,436100,0,
436400,436200,0,
436400,436300,0,
436400,436400,0,
445100,445100,0,
445100,445200,0,
445100,445300,0,
445100,445400,0,
445200,445100,0,
445200,445200,0,
445200,445300,0,
445200,445400,0,
445300,445100,0,
445300,445200,0,
445300,445300,0,
445300,445400,0,
445400,445100,0,
445400,445200,0,
445400,445300,0,
445400,445400,0,
451100,451100,0,
451100,451300,0,
451100,451400,0,
451300,451100,0,
451300,451300,0,
451300,451400,0,
451400,451100,0,
451400,451300,0,
451400,451400,0,
455110,455110,0,
455110,455120,0,
455110,455210,0,
455110,455220,0,
455110,455300,0,
455110,455400,0,
455120,455110,0,
455120,455120,0,
455120,455210,0,
455120,455220,0,
455120,455300,0,
455120,455400,0,
455210,455110,0,
455210,455120,0,
455210,455210,0,
455210,455220,0,
455210,455300,0,
455210,455400,0,
455220,455110,0,
455220,455120,0,
455220,455210,0,
455220,455220,0,
455220,455300,0,
455220,455400,0,
455300,455110,0,
455300,455120,0,
455300,455210,0,
455300,455220,0,
455300,455300,0,
455300,455400,0,
455400,455110,0,
455400,455120,0,
455400,455210,0,
455400,455220,0,
455400,455300,0,
455400,455400,0,
456100,456100,0,
456100,456200,0,
456100,456300,0,
456100,456400,0,
456200,456100,0,
456200,456200,0,
456200,456300,0,
456200,456400,0,
456300,456100,0,
456300,456200,0,
456300,456300,0,
456300,456400,0,
456400,456100,0,
456400,456200,0,
456400,456300,0,
456400,456400,0,
496100,496100,0,
496100,496200,0,
496100,496300,0,
496100,496400,0,
496200,496100,0,
496200,496200,0,
496200,496300,0,
496200,496400,0,
496300,496100,0,
496300,496200,0,
496300,496300,0,
496300,496400,0,
496400,496100,0,
496400,496200,0,
496400,496300,0,
496400,496400,0,
534100,534100,0,
534100,534200,0,
534100,534300,0,
534100,534400,0,
534200,534100,0,
534200,534200,0,
534200,534300,0,
534200,534400,0,
534300,534100,0,
534300,534200,0,
534300,534300,0,
534300,534400,0,
534400,534100,0,
534400,534200,0,
534400,534300,0,
534400,534400,0,
572001,572100,0,
572001,572200,0,
572100,572100,0,
572100,572200,0,
572200,572100,0,
572200,572200,0,
616100,616100,0,
616100,616200,0,
616100,616300,0,
616100,616400,0,
616200,616100,0,
616200,616200,0,
616200,616300,0,
616200,616400,0,
616300,616100,0,
616300,616200,0,
616300,616300,0,
616300,616400,0,
616400,616100,0,
616400,616200,0,
616400,616300,0,
616400,616400,0,
683300,683300,0,
683300,683400,0,
683300,795100,0,
683300,795200,0,
683400,683300,0,
683400,683400,0,
683400,795100,0,
683400,795200,0,
707001,707110,0,
707001,707120,0,
707001,707130,0,
707001,707210,0,
707001,707220,0,
707001,707230,0,
707110,707110,0,
707110,707120,0,
707110,707130,0,
707110,707210,0,
707110,707220,0,
707110,707230,0,
707120,707110,0,
707120,707120,0,
707120,707130,0,
707120,707210,0,
707120,707220,0,
707120,707230,0,
707130,707110,0,
707130,707120,0,
707130,707130,0,
707130,707210,0,
707130,707220,0,
707130,707230,0,
707210,707110,0,
707210,707120,0,
707210,707130,0,
707210,707210,0,
707210,707220,0,
707210,707230,0,
707220,707110,0,
707220,707120,0,
707220,707130,0,
707220,707210,0,
707220,707220,0,
707220,707230,0,
707230,707110,0,
707230,707120,0,
707230,707130,0,
707230,707210,0,
707230,707220,0,
707230,707230,0,
793100,793100,0,
793100,793200,0,
793200,793100,0,
793200,793200,0,
795100,683300,0,
795100,683400,0,
795100,795100,0,
795100,795200,0,
795200,683300,0,
795200,683400,0,
795200,795100,0,
795200,795200,0,
798001,798310,0,
798001,798320,0,
798001,798330,0,
798310,798310,0,
798310,798320,0,
798310,798330,0,
798320,798310,0,
798320,798320,0,
798320,798330,0,
798330,798310,0,
798330,798320,0,
798330,798330,0,
799100,799100,0,
799100,799200,0,
799200,799100,0,
799200,799200,0,
801001,801110,0,
801001,801120,0,
801001,801130,0,
801001,801140,0,
801110,801110,0,
801110,801120,0,
801110,801130,0,
801110,801140,0,
801120,801110,0,
801120,801120,0,
801120,801130,0,
801120,801140,0,
801130,801110,0,
801130,801120,0,
801130,801130,0,
801130,801140,0,
801140,801110,0,
801140,801120,0,
801140,801130,0,
801140,801140,0,
832100,832100,0,
832100,832200,0,
832100,832300,0,
832100,832400,0,
832200,832100,0,
832200,832200,0,
832200,832300,0,
832200,832400,0,
832300,832100,0,
832300,832200,0,
832300,832300,0,
832300,832400,0,
832400,832100,0,
832400,832200,0,
832400,832300,0,
832400,832400,0,
839110,839110,0,
839110,839120,0,
839110,839200,0,
839110,839400,0,
839120,839110,0,
839120,839120,0,
839120,839200,0,
839120,839400,0,
839200,839110,0,
839200,839120,0,
839200,839200,0,
839200,839400,0,
839400,839110,0,
839400,839120,0,
839400,839200,0,
839400,839400,0,
863001,863100,0,
863001,863210,0,
863001,863220,0,
863100,863100,0,
863100,863210,0,
863100,863220,0,
863210,863100,0,
863210,863210,0,
863210,863220,0,
863220,863100,0,
863220,863210,0,
863220,863220,0,
