from_stop_id,to_stop_id,transfer_type,min_transfer_time
061222,061231,0,
061222,061234,0,
061222,061235,0,
061222,061236,0,
061222,061241,0,
061222,061242,0,
061222,061243,0,
061223,061211,0,
061223,061212,0,
061223,061213,0,
061223,061221,0,
061223,061222,0,
061223,061223,0,
061223,061231,0,
061223,061234,0,
061223,061235,0,
061223,061236,0,
061223,061241,0,
061223,061242,0,
061223,061243,0,
061231,061211,0,
061231,061212,0,
061231,061213,0,
061231,061221,0,
061231,061222,0,
061231,061223,0,
061231,061231,0,
061231,061234,0,
061231,061235,0,
061231,061236,0,
061231,061241,0,
061231,061242,0,
061231,061243,0,
061234,061211,0,
061234,061212,0,
061234,061213,0,
061234,061221,0,
061234,061222,0,
061234,061223,0,
061234,061231,0,
061234,061234,0,
061234,061235,0,
061234,061236,0,
061234,061241,0,
061234,061242,0,
061234,061243,0,
061235,061211,0,
061235,061212,0,
061235,061213,0,
061235,061221,0,
061235,061222,0,
061235,061223,0,
061235,061231,0,
061235,061234,0,
061235,061235,0,
061235,061236,0,
061235,061241,0,
061235,061242,0,
061235,061243,0,
061236,061211,0,
061236,061212,0,
061236,061213,0,
061236,061221,0,
061236,061222,0,
061236,061223,0,
061236,061231,0,
061236,061234,0,
061236,061235,0,
061236,061236,0,
061236,061241,0,
061236,061242,0,
061236,061243,0,
061242,061211,0,
061242,061212,0,
061242,061213,0,
061242,061221,0,
061242,061222,0,
061242,061223,0,
061242,061231,0,
061242,061234,0,
061242,061235,0,
061242,061236,0,
061242,061241,0,
061242,061242,0,
061242,061243,0,
061243,061211,0,
061243,061212,0,
061243,061213,0,
061243,061221,0,
061243,061222,0,
061243,061223,0,
061243,061231,0,
061243,061234,0,
061243,061235,0,
061243,061236,0,
061243,061241,0,
061243,061242,0,
061243,061243,0,
062001,062110,0,
062001,062120,0,
062001,062210,0,
062001,062220,0,
062001,062400,0,
062002,062110,0,
062002,062120,0,
062002,062210,0,
062002,062220,0,
062002,062400,0,
062110,062110,0,
062110,062120,0,
062110,062210,0,
062110,062220,0,
062110,062400,0,
062120,062110,0,
062120,062120,0,
062120,062210,0,
062120,062220,0,
062120,062400,0,
062210,062110,0,
062210,062120,0,
062210,062210,0,
062210,062220,0,
062210,062400,0,
062220,062110,0,
062220,062120,0,
062220,062210,0,
062220,062220,0,
062220,062400,0,
062400,062110,0,
062400,062120,0,
062400,062210,0,
062400,062220,0,
062400,062400,0,
065100,065100,0,
065100,065210,0,
065100,065220,0,
065100,065300,0,
065100,065410,0,
065100,065420,0,
065210,065100,0,
065210,065210,0,
065210,065220,0,
065210,065300,0,
065210,065410,0,
065210,065420,0,
065220,065100,0,
065220,065210,0,
065220,065220,0,
065220,065300,0,
065220,065410,0,
065220,065420,0,
065300,065100,0,
065300,065210,0,
065300,065220,0,
065300,065300,0,
065300,065410,0,
065300,065420,0,
065410,065100,0,
065410,065210,0,
065410,065220,0,
065410,065300,0,
065410,065410,0,
065410,065420,0,
065420,065100,0,
065420,065210,0,
065420,065220,0,
065420,065300,0,
065420,065410,0,
065420,065420,0,
069110,069110,0,
069110,069120,0,
069110,069210,0,
069110,069220,0,
069110,069310,0,
069110,069320,0,
069110,069410,0,
069110,069420,0,
069110,069430,0,
069120,069110,0,
069120,069120,0,
069120,069210,0,
069120,069220,0,
069120,069310,0,
069120,069320,0,
069120,069410,0,
069120,069420,0,
069120,069430,0,
069210,069110,0,
069210,069120,0,
069210,069210,0,
069210,069220,0,
069210,069310,0,
069210,069320,0,
069210,069410,0,
069210,069420,0,
069210,069430,0,
069220,069110,0,
069220,069120,0,
069220,069210,0,
069220,069220,0,
069220,069310,0,
069220,069320,0,
069220,069410,0,
069220,069420,0,
069220,069430,0,
069310,069110,0,
069310,069120,0,
069310,069210,0,
069310,069220,0,
069310,069310,0,
069310,069320,0,
069310,069410,0,
069310,069420,0,
069310,069430,0,
069320,069110,0,
069320,069120,0,
069320,069210,0,
069320,069220,0,
069320,069310,0,
069320,069320,0,
069320,069410,0,
069320,069420,0,
069320,069430,0,
069410,069110,0,
069410,069120,0,
069410,069210,0,
069410,069220,0,
069410,069310,0,
069410,069320,0,
069410,069410,0,
069410,069420,0,
069410,069430,0,
069420,069110,0,
069420,069120,0,
069420,069210,0,
069420,069220,0,
069420,069310,0,
069420,069320,0,
069420,069410,0,
069420,069420,0,
069420,069430,0,
069430,069110,0,
069430,069120,0,
069430,069210,0,
069430,069220,0,
069430,069310,0,
069430,069320,0,
069430,069410,0,
069430,069420,0,
069430,069430,0,
070100,070100,0,
070100,070200,0,
070100,070300,0,
070100,070410,0,
070100,070420,0,
070200,070100,0,
070200,070200,0,
070200,070300,0,
070200,070410,0,
070200,070420,0,
070300,070100,0,
070300,070200,0,
070300,070300,0,
070300,070410,0,
070300,070420,0,
070410,070100,0,
070410,070200,0,
070410,070300,0,
070410,070410,0,
070410,070420,0,
070420,070100,0,
070420,070200,0,
070420,070300,0,
070420,070410,0,
070420,070420,0,
073100,073100,0,
073100,073200,0,
073100,073300,0,
073100,073310,0,
073100,073320,0,
073100,073410,0,
073100,073420,0,
073100,073430,0,
073100,073440,0,
073200,073100,0,
073200,073200,0,
073200,073300,0,
073200,073310,0,
073200,073320,0,
073200,073410,0,
073200,073420,0,
073200,073430,0,
073200,073440,0,
073300,073100,0,
073300,073200,0,
073300,073300,0,
073300,073310,0,
073300,073320,0,
073300,073410,0,
073300,073420,0,
073300,073430,0,
073300,073440,0,
073310,073100,0,
073310,073200,0,
073310,073300,0,
073310,073310,0,
073310,073320,0,
073310,073410,0,
073310,073420,0,
073310,073430,0,
073310,073440,0,
073320,073100,0,
073320,073200,0,
073320,073300,0,
073320,073310,0,
073320,073320,0,
073320,073410,0,
073320,073420,0,
073320,073430,0,
073320,073440,0,
073410,073100,0,
073410,073200,0,
073410,073300,0,
073410,073310,0,
073410,073320,0,
073410,073410,0,
073410,073420,0,
073410,073430,0,
073410,073440,0,
073420,073100,0,
073420,073200,0,
073420,073300,0,
073420,073310,0,
073420,073320,0,
073420,073410,0,
073420,073420,0,
073420,073430,0,
073420,073440,0,
073430,073100,0,
073430,073200,0,
073430,073300,0,
073430,073310,0,
073430,073320,0,
073430,073410,0,
073430,073420,0,
073430,073430,0,
073430,073440,0,
073440,073100,0,
073440,073200,0,
073440,073300,0,
073440,073310,0,
073440,073320,0,
073440,073410,0,
073440,073420,0,
073440,073430,0,
073440,073440,0,
075100,075100,0,
075100,075200,0,
075100,075300,0,
075100,075400,0,
075200,075100,0,
075200,075200,0,
075200,075300,0,
075200,075400,0,
075300,075100,0,
075300,075200,0,
075300,075300,0,
075300,075400,0,
075400,075100,0,
075400,075200,0,
075400,075300,0,
075400,075400,0,
095300,095300,0,
095300,095400,0,
095400,095300,0,
095400,095400,0,
097300,097300,0,
097300,097400,0,
097400,097300,0,
097400,097400,0,
101310,101310,0,
101310,101320,0,
101310,101400,0,
101320,101310,0,
101320,101320,0,
101320,101400,0,
101400,101310,0,
101400,101320,0,
101400,101400,0,
103100,103100,0,
103100,103200,0,
103100,103300,0,
103100,103400,0,
103200,103100,0,
103200,103200,0,
103200,103300,0,
103200,103400,0,
103300,103100,0,
103300,103200,0,
103300,103300,0,
103300,103400,0,
103400,103100,0,
103400,103200,0,
103400,103300,0,
103400,103400,0,
105001,105300,0,
105001,105400,0,
105002,105300,0,
105002,105400,0,
105300,105300,0,
105300,105400,0,
105400,105300,0,
105400,105400,0,
107100,107100,0,
107100,107200,0,
107100,107300,0,
107100,107400,0,
107200,107100,0,
107200,107200,0,
107200,107300,0,
107200,107400,0,
107300,107100,0,
107300,107200,0,
107300,107300,0,
107300,107400,0,
107400,107100,0,
107400,107200,0,
107400,107300,0,
107400,107400,0,
110100,110100,0,
110100,110200,0,
110200,110100,0,
110200,110200,0,
111300,111300,0,
111300,111400,0,
111400,111300,0,
111400,111400,0,
113100,113100,0,
113100,113210,0,
113100,113220,0,
113100,113300,0,
113100,113400,0,
113210,113100,0,
113210,113210,0,
113210,113220,0,
113210,113300,0,
113210,113400,0,
113220,113100,0,
113220,113210,0,
113220,113220,0,
113220,113300,0,
113220,113400,0,
113300,113100,0,
113300,113210,0,
113300,113220,0,
113300,113300,0,
113300,113400,0,
113400,113100,0,
113400,113210,0,
113400,113220,0,
113400,113300,0,
113400,113400,0,
114100,114100,0,
114100,114210,0,
114100,114220,0,
114100,114400,0,
114100,114410,0,
114100,114420,0,
114100,114430,0,
114210,114100,0,
114210,114210,0,
114210,114220,0,
114210,114400,0,
114210,114410,0,
114210,114420,0,
114210,114430,0,
114220,114100,0,
114220,114210,0,
114220,114220,0,
114220,114400,0,
114220,114410,0,
114220,114420,0,
114220,114430,0,
114400,114100,0,
114400,114210,0,
114400,114220,0,
114400,114400,0,
114400,114410,0,
114400,114420,0,
114400,114430,0,
114410,114100,0,
114410,114210,0,
114410,114220,0,
114410,114400,0,
114410,114410,0,
114410,114420,0,
114410,114430,0,
114420,114100,0,
114420,114210,0,
114420,114220,0,
114420,114400,0,
114420,114410,0,
114420,114420,0,
114420,114430,0,
114430,114100,0,
114430,114210,0,
114430,114220,0,
114430,114400,0,
114430,114410,0,
114430,114420,0,
114430,114430,0,
117001,117100,0,
117001,117210,0,
117001,117220,0,
117002,117100,0,
117002,117210,0,
117002,117220,0,
117003,117100,0,
117003,117210,0,
117003,117220,0,
117100,117100,0,
117100,117210,0,
117100,117220,0,
117210,117100,0,
117210,117210,0,
117210,117220,0,
117220,117100,0,
117220,117210,0,
117220,117220,0,
118110,118110,0,
118110,118120,0,
118110,118200,0,
118110,118300,0,
118110,118410,0,
118110,118420,0,
118120,118110,0,
118120,118120,0,
118120,118200,0,
118120,118300,0,
118120,118410,0,
118120,118420,0,
118200,118110,0,
118200,118120,0,
118200,118200,0,
118200,118300,0,
118200,118410,0,
118200,118420,0,
118300,118110,0,
118300,118120,0,
118300,118200,0,
118300,118300,0,
118300,118410,0,
118300,118420,0,
118410,118110,0,
118410,118120,0,
118410,118200,0,
118410,118300,0,
118410,118410,0,
118410,118420,0,
118420,118110,0,
118420,118120,0,
118420,118200,0,
118420,118300,0,
118420,118410,0,
118420,118420,0,
119300,119300,0,
119300,119400,0,
119400,119300,0,
119400,119400,0,
122200,122200,0,
122200,122300,0,
122200,122400,0,
122300,122200,0,
122300,122300,0,
122300,122400,0,
122400,122200,0,
122400,122300,0,
122400,122400,0,
124200,124200,0,
124200,124300,0,
124200,124400,0,
124300,124200,0,
124300,124300,0,
124300,124400,0,
124400,124200,0,
124400,124300,0,
124400,124400,0,
125310,125310,0,
125310,125320,0,
125310,125410,0,
125310,125420,0,
125320,125310,0,
125320,125320,0,
125320,125410,0,
125320,125420,0,
125410,125310,0,
125410,125320,0,
125410,125410,0,
125410,125420,0,
125420,125310,0,
125420,125320,0,
125420,125410,0,
125420,125420,0,
127200,127200,0,
127200,127300,0,
127200,127400,0,
127300,127200,0,
127300,127300,0,
127300,127400,0,
127400,127200,0,
127400,127300,0,
127400,127400,0,
128001,128100,0,
128001,128200,0,
128001,128400,0,
128100,128100,0,
128100,128200,0,
128100,128400,0,
128200,128100,0,
128200,128200,0,
128200,128400,0,
128400,128100,0,
128400,128200,0,
128400,128400,0,
131100,131100,0,
131100,131200,0,
131100,131300,0,
131100,131400,0,
131200,131100,0,
131200,131200,0,
131200,131300,0,
131200,131400,0,
131300,131100,0,
131300,131200,0,
131300,131300,0,
131300,131400,0,
131400,131100,0,
131400,131200,0,
131400,131300,0,
131400,131400,0,
138110,138110,0,
138110,138120,0,
138110,138210,0,
138110,138220,0,
138110,138300,0,
138110,138400,0,
138120,138110,0,
138120,138120,0,
138120,138210,0,
138120,138220,0,
138120,138300,0,
138120,138400,0,
138210,138110,0,
138210,138120,0,
138210,138210,0,
138210,138220,0,
138210,138300,0,
138210,138400,0,
138220,138110,0,
138220,138120,0,
138220,138210,0,
138220,138220,0,
138220,138300,0,
138220,138400,0,
138300,138110,0,
138300,138120,0,
138300,138210,0,
138300,138220,0,
138300,138300,0,
138300,138400,0,
138400,138110,0,
138400,138120,0,
138400,138210,0,
138400,138220,0,
138400,138300,0,
138400,138400,0,
146001,146310,0,
146001,146320,0,
146310,146310,0,
146310,146320,0,
146320,146310,0,
146320,146320,0,
147410,147410,0,
147410,147420,0,
147420,147410,0,
147420,147420,0,
148002,148300,0,
148002,148400,0,
148300,148300,0,
148300,148400,0,
148400,148300,0,
148400,148400,0,
150300,150300,0,
150300,150400,0,
150400,150300,0,
150400,150400,0,
152100,152100,0,
152100,152200,0,
152100,152300,0,
152100,152400,0,
152200,152100,0,
152200,152200,0,
152200,152300,0,
152200,152400,0,
152300,152100,0,
152300,152200,0,
152300,152300,0,
152300,152400,0,
152400,152100,0,
152400,152200,0,
152400,152300,0,
152400,152400,0,
155100,155100,0,
155100,155200,0,
155100,155310,0,
155100,155320,0,
155100,155400,0,
155200,155100,0,
155200,155200,0,
155200,155310,0,
155200,155320,0,
155200,155400,0,
155310,155100,0,
155310,155200,0,
155310,155310,0,
155310,155320,0,
155310,155400,0,
155320,155100,0,
155320,155200,0,
155320,155310,0,
155320,155320,0,
155320,155400,0,
155400,155100,0,
155400,155200,0,
155400,155310,0,
155400,155320,0,
155400,155400,0,
158110,158110,0,
158110,158120,0,
158110,158210,0,
158110,158220,0,
158110,158300,0,
158110,158410,0,
158110,158420,0,
158120,158110,0,
158120,158120,0,
158120,158210,0,
158120,158220,0,
158120,158300,0,
158120,158410,0,
158120,158420,0,
158210,158110,0,
158210,158120,0,
158210,158210,0,
158210,158220,0,
158210,158300,0,
158210,158410,0,
158210,158420,0,
158220,158110,0,
158220,158120,0,
158220,158210,0,
158220,158220,0,
158220,158300,0,
158220,158410,0,
158220,158420,0,
158300,158110,0,
158300,158120,0,
158300,158210,0,
158300,158220,0,
158300,158300,0,
158300,158410,0,
158300,158420,0,
158410,158110,0,
158410,158120,0,
158410,158210,0,
158410,158220,0,
158410,158300,0,
158410,158410,0,
158410,158420,0,
158420,158110,0,
158420,158120,0,
158420,158210,0,
158420,158220,0,
158420,158300,0,
158420,158410,0,
158420,158420,0,
179100,179100,0,
179100,179200,0,
179100,179300,0,
179100,179410,0,
179200,179100,0,
179200,179200,0,
179200,179300,0,
179200,179410,0,
179300,179100,0,
179300,179200,0,
179300,179300,0,
179300,179410,0,
179410,179100,0,
179410,179200,0,
179410,179300,0,
179410,179410,0,
184100,184100,0,
184100,184200,0,
184100,184300,0,
184100,184400,0,
184200,184100,0,
184200,184200,0,
184200,184300,0,
184200,184400,0,
184300,184100,0,
184300,184200,0,
184300,184300,0,
184300,184400,0,
184400,184100,0,
184400,184200,0,
184400,184300,0,
184400,184400,0,
185300,185300,0,
185300,185400,0,
185400,185300,0,
185400,185400,0,
186100,186100,0,
186100,186200,0,
186100,186300,0,
186100,186400,0,
186200,186100,0,
186200,186200,0,
186200,186300,0,
186200,186400,0,
186300,186100,0,
186300,186200,0,
186300,186300,0,
186300,186400,0,
186400,186100,0,
186400,186200,0,
186400,186300,0,
186400,186400,0,
190100,190100,0,
190100,190200,0,
190100,190300,0,
190100,190400,0,
190200,190100,0,
190200,190200,0,
190200,190300,0,
190200,190400,0,
190300,190100,0,
190300,190200,0,
190300,190300,0,
190300,190400,0,
190400,190100,0,
190400,190200,0,
190400,190300,0,
190400,190400,0,
192100,192100,0,
192100,192200,0,
192100,192310,0,
192100,192320,0,
192100,192410,0,
192100,192420,0,
192200,192100,0,
192200,192200,0,
192200,192310,0,
192200,192320,0,
192200,192410,0,
192200,192420,0,
192310,192100,0,
192310,192200,0,
192310,192310,0,
192310,192320,0,
192310,192410,0,
192310,192420,0,
192320,192100,0,
192320,192200,0,
192320,192310,0,
192320,192320,0,
192320,192410,0,
192320,192420,0,
192410,192100,0,
192410,192200,0,
192410,192310,0,
192410,192320,0,
192410,192410,0,
192410,192420,0,
192420,192100,0,
192420,192200,0,
192420,192310,0,
192420,192320,0,
192420,192410,0,
192420,192420,0,
204310,204310,0,
204310,204320,0,
204310,204400,0,
204320,204310,0,
204320,204320,0,
204320,204400,0,
204400,204310,0,
204400,204320,0,
204400,204400,0,
221310,221310,0,
221310,221320,0,
221310,221400,0,
221320,221310,0,
221320,221320,0,
221320,221400,0,
221400,221310,0,
221400,221320,0,
221400,221400,0,
222100,222100,0,
222100,222200,0,
222100,222300,0,
222100,222400,0,
222200,222100,0,
222200,222200,0,
222200,222300,0,
222200,222400,0,
222300,222100,0,
222300,222200,0,
222300,222300,0,
222300,222400,0,
222400,222100,0,
222400,222200,0,
222400,222300,0,
222400,222400,0,
237100,237100,0,
237100,237200,0,
237100,237310,0,
237100,237320,0,
237100,237400,0,
237200,237100,0,
237200,237200,0,
237200,237310,0,
237200,237320,0,
237200,237400,0,
237310,237100,0,
237310,237200,0,
237310,237310,0,
237310,237320,0,
237310,237400,0,
237320,237100,0,
237320,237200,0,
237320,237310,0,
237320,237320,0,
237320,237400,0,
237400,237100,0,
237400,237200,0,
237400,237310,0,
237400,237320,0,
237400,237400,0,
239100,239100,0,
239100,239200,0,
239100,239300,0,
239100,239400,0,
239200,239100,0,
239200,239200,0,
239200,239300,0,
239200,239400,0,
239300,239100,0,
239300,239200,0,
239300,239300,0,
239300,239400,0,
239400,239100,0,
239400,239200,0,
239400,239300,0,
239400,239400,0,
246310,246310,0,
246310,246320,0,
246310,246410,0,
246310,246420,0,
246320,246310,0,
246320,246320,0,
246320,246410,0,
246320,246420,0,
246410,246310,0,
246410,246320,0,
246410,246410,0,
246410,246420,0,
246420,246310,0,
246420,246320,0,
246420,246410,0,
246420,246420,0,
249100,249100,0,
249100,249200,0,
249100,249310,0,
249100,249320,0,
249100,249400,0,
249200,249100,0,
249200,249200,0,
249200,249310,0,
249200,249320,0,
249200,249400,0,
249310,249100,0,
249310,249200,0,
249310,249310,0,
249310,249320,0,
249310,249400,0,
249320,249100,0,
249320,249200,0,
249320,249310,0,
249320,249320,0,
249320,249400,0,
249400,249100,0,
249400,249200,0,
249400,249310,0,
249400,249320,0,
249400,249400,0,
256100,256100,0,
256100,256200,0,
256100,256300,0,
256100,256400,0,
256200,256100,0,
256200,256200,0,
256200,256300,0,
256200,256400,0,
256300,256100,0,
256300,256200,0,
256300,256300,0,
256300,256400,0,
256400,256100,0,
256400,256200,0,
256400,256300,0,
256400,256400,0,
300100,300100,0,
300100,300200,0,
300100,300310,0,
300100,300320,0,
300100,300410,0,
300100,300420,0,
300200,300100,0,
300200,300200,0,
300200,300310,0,
300200,300320,0,
300200,300410,0,
300200,300420,0,
300310,300100,0,
300310,300200,0,
300310,300310,0,
300310,300320,0,
300310,300410,0,
300310,300420,0,
300320,300100,0,
300320,300200,0,
300320,300310,0,
300320,300320,0,
300320,300410,0,
300320,300420,0,
300410,300100,0,
300410,300200,0,
300410,300310,0,
300410,300320,0,
300410,300410,0,
300410,300420,0,
300420,300100,0,
300420,300200,0,
300420,300310,0,
300420,300320,0,
300420,300410,0,
300420,300420,0,
302100,302100,0,
302100,302200,0,
302100,302300,0,
302100,302400,0,
302200,302100,0,
302200,302200,0,
302200,302300,0,
302200,302400,0,
302300,302100,0,
302300,302200,0,
302300,302300,0,
302300,302400,0,
302400,302100,0,
302400,302200,0,
302400,302300,0,
302400,302400,0,
316100,316100,0,
316100,316200,0,
316100,316300,0,
316100,316400,0,
316200,316100,0,
316200,316200,0,
316200,316300,0,
316200,316400,0,
316300,316100,0,
316300,316200,0,
316300,316300,0,
316300,316400,0,
316400,316100,0,
316400,316200,0,
316400,316300,0,
316400,316400,0,
318300,318300,0,
318300,318400,0,
318400,318300,0,
318400,318400,0,
378300,378300,0,
378300,378400,0,
378400,378300,0,
378400,378400,0,
403100,403100,0,
403100,403300,0,
403100,403400,0,
403300,403100,0,
403300,403300,0,
403300,403400,0,
403400,403100,0,
403400,403300,0,
403400,403400,0,
429100,429100,0,
429100,429200,0,
429100,429300,0,
429100,429400,0,
429200,429100,0,
429200,429200,0,
429200,429300,0,
429200,429400,0,
429300,429100,0,
429300,429200,0,
429300,429300,0,
429300,429400,0,
